CustomerID,CustomerName,Gender,Age,City,Country,CustomerSegment,JoinDate,LoyaltyMember
C10760,Amina Clark,Male,33,Jeddah,Saudi Arabia,VIP,2021-11-26,True
C10761,Noor Davis,Male,58,Toronto,Canada,Premium,2023-03-12,True
C10762,Noor Anderson,Female,20,Chicago,USA,Regular,2022-08-27,False
C10763,Sara Miller,Female,56,Lahore,Pakistan,Regular,2022-11-13,False
C10764,James Wilson,Female,20,Toronto,Canada,Regular,2022-09-19,True
C10765,Tariq Siddiqui,Male,64,Islamabad,Pakistan,Premium,2023-05-14,True
C10766,Olivia Smith,Female,58,Los Angeles,USA,Regular,2025-12-15,False
C10767,Omar Shah,Female,56,London,UK,Regular,2022-12-05,True
C10768,Ali Khan,Male,44,New York,USA,Premium,2025-12-23,False
C10769,Ahmed Ahmed,Male,70,Chicago,USA,Premium,2024-11-04,False
C10770,Fatima Brown,Male,67,Vancouver,Canada,VIP,2024-01-04,False
C10771,Kamran Khan,Male,65,Abu Dhabi,UAE,Regular,2023-05-22,False
C10772,James Lewis,Female,69,Islamabad,Pakistan,Premium,2022-04-16,False
C10773,Sana Lewis,Male,18,Jeddah,Saudi Arabia,Regular,2021-11-13,True
C10774,Imran Miller,Male,53,Toronto,Canada,Regular,2023-12-19,True
C10775,Bilal Ahmed,Male,34,Toronto,Canada,New,2021-04-17,False
C10776,Michael Anderson,Female,61,Lahore,Pakistan,Premium,2022-08-01,False
C10777,Noor Williams,Female,25,London,UK,Premium,2021-08-16,False
C10778,Daniel Butt,Male,35,Karachi,Pakistan,New,2025-09-15,False
C10779,Usman Smith,Male,54,Berlin,Germany,VIP,2021-12-08,False
C10780,Usman Iqbal,Female,37,Riyadh,Saudi Arabia,Regular,2021-11-04,True
C10781,Olivia Khan,Female,34,Paris,France,Regular,2024-08-08,False
C10782,Imran Butt,Male,67,London,UK,Premium,2021-08-25,True
C10783,Ayesha Ahmed,Male,20,Toronto,Canada,Regular,2024-12-03,True
C10784,Sara Farooq,Female,22,Madrid,Spain,Regular,2021-01-18,True
C10785,Tariq Siddiqui,Female,32,Berlin,Germany,New,2023-11-20,True
C10786,Kamran Williams,Male,39,Berlin,Germany,Premium,2024-11-26,True
C10787,Omar Clark,Male,24,Los Angeles,USA,Regular,2024-10-23,True
C10788,Daniel Clark,Male,58,Abu Dhabi,UAE,Premium,2025-06-14,False
C10789,Hina Butt,Male,69,Madrid,Spain,Regular,2025-03-10,False
C10790,Zara Clark,Male,27,Manchester,UK,Regular,2025-10-11,False
C10791,Imran Clark,Male,21,Lahore,Pakistan,Regular,2023-09-28,True
C10792,Usman Shah,Male,68,Manchester,UK,Regular,2024-04-22,False
C10793,Michael Smith,Female,57,Vancouver,Canada,Regular,2024-06-06,True
C10794,Sana Butt,Male,58,Karachi,Pakistan,Regular,2024-04-15,True
C10795,Sophia Smith,Female,31,New York,USA,Regular,2022-01-12,True
C10796,Ali Anderson,Male,27,Manchester,UK,Regular,2021-04-21,False
C10797,Usman Shah,Female,29,Lahore,Pakistan,Regular,2021-05-24,True
C10798,Mariam Iqbal,Male,19,Chicago,USA,Regular,2023-05-04,True
C10799,John Siddiqui,Female,31,Berlin,Germany,Regular,2022-04-12,False
C10800,Olivia Lewis,Female,63,Los Angeles,USA,Regular,2022-03-05,True
C10801,Tariq Johnson,Female,56,Chicago,USA,Regular,2022-11-08,True
C10802,Usman Anderson,Female,68,Toronto,Canada,Regular,2025-04-02,False
C10803,Faisal Miller,Male,64,Los Angeles,USA,Regular,2022-08-26,True
C10804,Tariq Wilson,Female,49,Los Angeles,USA,Premium,2022-03-11,False
C10805,Michael Miller,Female,35,New York,USA,Premium,2025-11-26,True
C10806,Daniel Shah,Female,33,Riyadh,Saudi Arabia,Regular,2022-05-14,False
C10807,Ava Johnson,Female,53,Dubai,UAE,Regular,2025-02-10,False
C10808,Mariam Clark,Male,47,Manchester,UK,Premium,2025-06-14,False
C10809,Noor Johnson,Female,38,Paris,France,Regular,2024-01-06,False
C10810,John Ahmed,Female,23,Jeddah,Saudi Arabia,Regular,2022-09-17,True
C10811,Ayesha Siddiqui,Male,41,Riyadh,Saudi Arabia,Regular,2023-04-11,True
C10812,Zara Chaudhry,Male,63,Jeddah,Saudi Arabia,Premium,2023-03-28,False
C10813,Zara Johnson,Female,43,Doha,Qatar,VIP,2021-11-01,False
C10814,Emma Brown,Male,32,Multan,Pakistan,Premium,2025-04-16,True
C10815,Olivia Anderson,Female,64,Toronto,Canada,VIP,2025-06-26,True
C10816,Noor Williams,Male,46,Abu Dhabi,UAE,Regular,2023-09-01,False
C10817,Emma Raza,Female,65,Toronto,Canada,Regular,2022-11-27,False
C10818,Noor Williams,Female,66,Riyadh,Saudi Arabia,VIP,2023-09-10,False
C10819,Faisal Malik,Male,27,Lahore,Pakistan,New,2025-06-19,False
C10820,Tariq Ahmed,Female,30,Abu Dhabi,UAE,Regular,2024-06-19,False
C10821,Hina Siddiqui,Male,20,Islamabad,Pakistan,VIP,2023-10-16,True
C10822,Ahmed Brown,Female,31,Abu Dhabi,UAE,Regular,2022-11-17,True
C10823,Fatima Wilson,Male,28,Karachi,Pakistan,Regular,2024-07-13,True
C10824,Amina Williams,Female,65,Multan,Pakistan,Regular,2021-04-05,True
C10825,James Miller,Male,56,Paris,France,Premium,2023-05-19,True
C10826,Hassan Shah,Male,27,Madrid,Spain,Regular,2025-07-20,True
C10827,Ava Clark,Female,47,London,UK,Regular,2025-01-24,True
C10828,Fatima Farooq,Female,57,Madrid,Spain,VIP,2023-03-14,True
C10829,Sophia Williams,Female,42,Vancouver,Canada,New,2022-03-23,True
C10830,Mariam Iqbal,Female,58,Karachi,Pakistan,Premium,2024-11-03,True
C10831,David Anderson,Male,41,Paris,France,Regular,2024-02-17,False
C10832,Hina Chaudhry,Male,50,Madrid,Spain,Regular,2024-01-03,False
C10833,Sophia Brown,Male,43,London,UK,Regular,2024-05-04,True
C10834,Sana Davis,Male,23,Madrid,Spain,Premium,2023-04-23,False
C10835,James Chaudhry,Male,28,New York,USA,VIP,2022-10-04,True
C10836,Amina Brown,Male,22,Faisalabad,Pakistan,Premium,2023-01-22,False
C10837,Fatima Iqbal,Male,63,Madrid,Spain,Regular,2022-11-18,True
C10838,James Wilson,Male,42,Karachi,Pakistan,Premium,2024-08-02,True
C10839,David Shah,Male,41,Berlin,Germany,New,2021-04-03,True
C10840,Ali Smith,Male,61,Lahore,Pakistan,Premium,2024-04-04,True
C10841,Noor Wilson,Male,70,Karachi,Pakistan,Regular,2022-09-21,True
C10842,Ava Anderson,Female,45,Abu Dhabi,UAE,Regular,2025-04-04,False
C10843,Ali Brown,Female,18,Dubai,UAE,Regular,2023-08-08,True
C10844,Fatima Malik,Male,31,Vancouver,Canada,Regular,2023-10-16,True
C10845,Hina Chaudhry,Male,56,Toronto,Canada,Regular,2025-11-23,False
C10846,Hina Smith,Female,22,London,UK,Regular,2022-10-19,False
C10847,John Butt,Male,32,Los Angeles,USA,Regular,2024-02-10,True
C10848,Laila Ahmed,Male,26,Riyadh,Saudi Arabia,Regular,2024-05-07,True
C10849,John Malik,Male,64,Abu Dhabi,UAE,Premium,2024-08-24,False
C10850,Omar Malik,Female,59,Jeddah,Saudi Arabia,VIP,2022-01-08,False
C10851,Usman Anderson,Male,60,Riyadh,Saudi Arabia,New,2023-11-23,True
C10852,Imran Smith,Male,46,Berlin,Germany,Premium,2025-02-28,False
C10853,Sara Raza,Male,26,Abu Dhabi,UAE,Regular,2021-10-18,True
C10854,Ahmed Williams,Female,37,Los Angeles,USA,Regular,2022-04-08,False
C10855,Mariam Farooq,Female,54,Vancouver,Canada,Regular,2022-11-07,False
C10856,Fatima Brown,Female,28,Islamabad,Pakistan,Regular,2024-07-17,False
C10857,Ali Brown,Female,23,New York,USA,VIP,2022-05-20,True
C10858,Hassan Brown,Female,37,Dubai,UAE,Regular,2025-07-18,False
C10859,Bilal Miller,Male,27,London,UK,New,2021-01-01,False
C10860,Ava Williams,Female,65,Berlin,Germany,Regular,2024-08-10,True
C10861,Ava Siddiqui,Female,54,Karachi,Pakistan,Regular,2024-07-09,False
C10862,John Johnson,Male,59,New York,USA,Regular,2025-07-24,True
C10863,Sara Johnson,Male,62,New York,USA,Premium,2022-03-09,False
C10864,Mariam Lewis,Male,18,Jeddah,Saudi Arabia,Regular,2022-02-21,False
C10865,Daniel Ahmed,Male,45,Toronto,Canada,Regular,2024-07-09,False
C10866,Emily Brown,Female,64,Chicago,USA,Regular,2025-12-28,True
C10867,David Johnson,Male,35,Toronto,Canada,Premium,2021-12-13,False
C10868,James Miller,Male,24,Dubai,UAE,Regular,2021-12-14,False
C10869,Hina Iqbal,Female,29,Paris,France,Premium,2023-04-16,True
C10870,Kamran Clark,Male,29,Faisalabad,Pakistan,Regular,2025-12-06,True
C10871,Kamran Lewis,Male,58,Paris,France,Regular,2023-05-03,False
C10872,Ahmed Smith,Male,55,Jeddah,Saudi Arabia,Regular,2021-08-22,True
C10873,Hassan Khan,Male,24,Karachi,Pakistan,Regular,2021-01-13,False
C10874,David Smith,Female,39,New York,USA,Regular,2024-06-11,True
C10875,Tariq Lewis,Male,40,Berlin,Germany,New,2023-02-01,False
C10876,Ali Lewis,Male,51,Multan,Pakistan,Regular,2024-12-25,True
C10877,Laila Miller,Female,60,Madrid,Spain,Regular,2023-11-27,False
C10878,Emma Malik,Female,61,Manchester,UK,Regular,2021-10-16,False
C10879,Fatima Williams,Female,60,Islamabad,Pakistan,New,2025-02-24,False
C10880,Usman Raza,Male,26,Vancouver,Canada,Regular,2023-02-10,False
C10881,Ayesha Miller,Male,33,Madrid,Spain,Regular,2022-11-23,True
C10882,Michael Khan,Male,38,Paris,France,New,2021-05-08,False
C10883,Emily Raza,Female,23,Faisalabad,Pakistan,VIP,2024-06-28,True
C10884,Ahmed Smith,Female,63,Vancouver,Canada,Premium,2025-12-13,False
C10885,Hassan Siddiqui,Female,23,Riyadh,Saudi Arabia,Regular,2022-06-24,True
C10886,Fatima Raza,Female,42,Toronto,Canada,Premium,2021-01-10,True
C10887,Usman Brown,Female,38,Chicago,USA,VIP,2025-11-26,True
C10888,Faisal Butt,Male,43,Vancouver,Canada,Regular,2025-08-11,True
C10889,Sana Davis,Male,56,Riyadh,Saudi Arabia,Regular,2023-12-22,True
C10890,Zara Wilson,Male,35,London,UK,New,2025-12-19,False
C10891,Zara Brown,Male,69,New York,USA,Regular,2022-12-07,True
C10892,Emma Miller,Female,37,Dubai,UAE,New,2021-11-28,True
C10893,Tariq Smith,Female,61,Chicago,USA,Regular,2021-06-25,False
C10894,Imran Farooq,Female,62,Islamabad,Pakistan,New,2024-12-28,False
C10895,Omar Clark,Male,63,Multan,Pakistan,Regular,2021-11-06,True
C10896,Zara Raza,Male,31,New York,USA,VIP,2024-04-24,True
C10897,Ayesha Raza,Female,45,Toronto,Canada,Premium,2023-03-02,True
C10898,Hina Malik,Male,50,New York,USA,Premium,2023-10-14,True
C10899,Sara Siddiqui,Male,43,Riyadh,Saudi Arabia,Regular,2024-12-20,True
C10900,David Davis,Female,35,Islamabad,Pakistan,Premium,2024-08-12,True
C10901,Ahmed Siddiqui,Female,59,Faisalabad,Pakistan,Premium,2021-09-08,True
C10902,Faisal Miller,Female,62,Toronto,Canada,Premium,2025-10-06,False
C10903,Zara Clark,Male,24,Paris,France,Regular,2024-12-28,True
C10904,Tariq Anderson,Female,22,Lahore,Pakistan,Premium,2024-10-18,True
C10905,Hina Lewis,Male,18,Faisalabad,Pakistan,Premium,2022-06-04,True
C10906,Usman Iqbal,Male,53,Toronto,Canada,Regular,2022-01-03,True
C10907,Fatima Anderson,Male,45,Doha,Qatar,New,2025-11-01,True
C10908,Imran Farooq,Female,26,Karachi,Pakistan,Premium,2023-12-11,False
C10909,Imran Shah,Male,60,Chicago,USA,VIP,2025-04-02,True
C10910,Emma Shah,Male,56,Doha,Qatar,Premium,2022-10-12,False
C10911,Noor Ahmed,Female,34,Vancouver,Canada,Regular,2022-03-13,False
C10912,Emily Williams,Male,52,Jeddah,Saudi Arabia,Regular,2021-11-24,False
C10913,Faisal Wilson,Male,44,Manchester,UK,VIP,2022-06-26,False
C10914,Laila Butt,Male,35,Lahore,Pakistan,Regular,2024-02-22,False
C10915,John Ahmed,Female,39,London,UK,VIP,2021-03-28,True
C10916,Ayesha Brown,Male,42,Lahore,Pakistan,New,2023-02-06,False
C10917,Ayesha Wilson,Female,62,New York,USA,Premium,2025-05-18,False
C10918,Daniel Malik,Male,38,Faisalabad,Pakistan,New,2025-07-06,False
C10919,Laila Brown,Female,55,Chicago,USA,Regular,2025-01-22,True
C10920,Tariq Clark,Female,21,Multan,Pakistan,New,2022-11-12,True
C10921,Michael Davis,Male,46,Paris,France,New,2025-08-17,False
C10922,Imran Butt,Female,58,Paris,France,New,2023-05-14,False
C10923,Ahmed Butt,Male,28,Islamabad,Pakistan,Premium,2021-02-24,False
C10924,Olivia Khan,Female,61,New York,USA,Premium,2025-12-05,False
C10925,Emily Anderson,Male,43,Los Angeles,USA,Regular,2024-04-27,True
C10926,Sophia Johnson,Male,65,Chicago,USA,Premium,2024-09-22,True
C10927,Hina Wilson,Male,29,Madrid,Spain,Regular,2025-03-17,False
C10928,Sana Brown,Male,41,Paris,France,New,2021-06-22,True
C10929,Zara Farooq,Female,36,Faisalabad,Pakistan,Regular,2025-01-24,False
C10930,Ava Wilson,Male,47,Doha,Qatar,New,2022-08-02,False
C10931,Kamran Smith,Female,40,Vancouver,Canada,Regular,2021-06-24,True
C10932,Ali Siddiqui,Female,49,Manchester,UK,Regular,2024-09-17,True
C10933,Ava Miller,Male,27,Faisalabad,Pakistan,VIP,2024-05-08,False
C10934,Zara Johnson,Female,29,Manchester,UK,Premium,2024-05-04,False
C10935,Bilal Johnson,Female,18,Dubai,UAE,Regular,2024-12-07,True
C10936,Sara Raza,Female,44,Doha,Qatar,Premium,2022-01-06,True
C10937,Ayesha Williams,Female,53,Jeddah,Saudi Arabia,Regular,2024-11-23,True
C10938,Imran Brown,Male,25,Berlin,Germany,New,2023-01-05,True
C10939,Ali Butt,Male,61,Los Angeles,USA,VIP,2023-07-20,True
C10940,Zara Farooq,Female,23,New York,USA,VIP,2024-04-20,True
C10941,Mariam Chaudhry,Male,34,Dubai,UAE,New,2025-04-22,False
C10942,Michael Siddiqui,Male,30,New York,USA,New,2022-10-21,True
C10943,Bilal Brown,Male,35,Faisalabad,Pakistan,New,2022-03-14,True
C10944,Ahmed Malik,Female,44,Abu Dhabi,UAE,Premium,2025-12-21,True
C10945,Noor Miller,Male,50,London,UK,Regular,2022-01-10,True
C10946,Hassan Johnson,Female,33,Manchester,UK,Regular,2023-01-06,True
C10947,Emily Smith,Male,36,Karachi,Pakistan,Regular,2021-10-04,False
C10948,Sana Johnson,Female,37,Jeddah,Saudi Arabia,Regular,2022-11-01,True
C10949,Sophia Johnson,Female,33,Manchester,UK,Premium,2023-04-19,False
C10950,Bilal Lewis,Male,20,Faisalabad,Pakistan,Premium,2021-11-27,True
C10951,Ava Siddiqui,Male,52,Madrid,Spain,Premium,2022-05-24,False
C10952,Sophia Raza,Male,26,Chicago,USA,Regular,2022-09-23,False
C10953,Daniel Johnson,Female,58,Manchester,UK,Premium,2025-07-03,False
C10954,Ava Wilson,Male,28,Los Angeles,USA,Premium,2024-12-05,False
C10955,Sara Shah,Female,49,Toronto,Canada,Premium,2021-09-03,True
C10956,Tariq Anderson,Female,43,Los Angeles,USA,Premium,2024-04-06,True
C10957,Usman Clark,Male,68,Toronto,Canada,Premium,2022-09-23,False
C10958,Zara Chaudhry,Male,28,Riyadh,Saudi Arabia,Regular,2023-09-08,False
C10959,Daniel Chaudhry,Male,35,Multan,Pakistan,New,2021-01-21,True
C10960,Ayesha Khan,Female,58,Chicago,USA,Premium,2022-06-11,True
C10961,Sophia Raza,Female,57,Jeddah,Saudi Arabia,Regular,2025-01-21,True
C10962,Sophia Chaudhry,Male,34,Riyadh,Saudi Arabia,New,2023-09-22,True
C10963,Emma Lewis,Male,70,Jeddah,Saudi Arabia,Regular,2024-06-09,True
C10964,Bilal Davis,Male,64,Berlin,Germany,Premium,2025-06-05,False
C10965,Hina Davis,Male,70,New York,USA,New,2021-04-19,False
C10966,Ali Farooq,Male,29,Doha,Qatar,VIP,2022-11-20,True
C10967,Ahmed Williams,Male,47,Multan,Pakistan,New,2021-07-04,True
C10968,Ayesha Brown,Female,19,Vancouver,Canada,Regular,2021-01-25,True
C10969,David Ahmed,Female,27,Riyadh,Saudi Arabia,New,2022-10-01,True
C10970,Sophia Smith,Male,30,Chicago,USA,Regular,2021-10-15,True
C10971,Sana Raza,Male,21,London,UK,Premium,2023-05-21,True
C10972,Ayesha Anderson,Female,24,Karachi,Pakistan,Premium,2021-07-05,True
C10973,Mariam Williams,Female,27,Lahore,Pakistan,Regular,2022-05-08,False
C10974,Hina Siddiqui,Male,24,New York,USA,New,2021-05-12,True
C10975,Ayesha Johnson,Male,20,London,UK,Premium,2025-03-14,False
C10976,Emily Williams,Male,60,Dubai,UAE,Premium,2025-10-27,False
C10977,Hassan Miller,Female,34,Faisalabad,Pakistan,VIP,2023-12-26,True
C10978,David Raza,Female,27,Multan,Pakistan,Regular,2021-12-26,False
C10979,Faisal Williams,Female,27,Faisalabad,Pakistan,Regular,2021-03-06,False
C10980,Sana Williams,Female,62,London,UK,New,2023-10-26,False
C10981,Tariq Williams,Female,52,Riyadh,Saudi Arabia,Premium,2022-09-18,True
C10982,Faisal Williams,Male,62,Islamabad,Pakistan,Regular,2024-06-01,True
C10983,Amina Miller,Male,25,Manchester,UK,Regular,2021-06-12,True
C10984,Bilal Anderson,Female,33,Madrid,Spain,Regular,2023-04-02,True
C10985,Tariq Khan,Female,41,Multan,Pakistan,Regular,2021-02-22,True
C10986,Emma Iqbal,Male,27,Vancouver,Canada,Regular,2024-02-08,True
C10987,James Williams,Male,66,Toronto,Canada,Regular,2021-12-05,False
C10988,Sophia Smith,Female,68,Paris,France,Premium,2024-01-10,True
C10989,Daniel Malik,Male,50,Karachi,Pakistan,Regular,2022-07-27,False
C10990,Michael Chaudhry,Female,63,Chicago,USA,Regular,2024-03-09,True
C10991,Bilal Shah,Female,57,Berlin,Germany,Regular,2025-07-06,True
C10992,Omar Brown,Female,28,New York,USA,Regular,2024-06-21,False
C10993,Ayesha Siddiqui,Male,41,Jeddah,Saudi Arabia,Premium,2022-06-01,True
C10994,Amina Siddiqui,Male,31,Dubai,UAE,Premium,2023-05-07,True
C10995,Hassan Ahmed,Male,54,Riyadh,Saudi Arabia,New,2021-08-02,True
C10996,Zara Khan,Female,66,Islamabad,Pakistan,Regular,2023-07-17,True
C10997,Sophia Johnson,Male,62,Berlin,Germany,Premium,2023-06-14,True
C10998,Ali Clark,Female,48,Multan,Pakistan,Premium,2025-01-10,True
C10999,Ahmed Ahmed,Male,31,Madrid,Spain,VIP,2022-11-05,True
C11000,Sophia Lewis,Female,46,Los Angeles,USA,VIP,2025-06-10,False
C11001,Sara Brown,Male,31,Paris,France,New,2025-10-03,True
C11002,Ayesha Khan,Male,67,New York,USA,New,2025-09-28,True
C11003,Kamran Smith,Male,36,Faisalabad,Pakistan,Regular,2024-05-19,False
C11004,Ahmed Iqbal,Female,34,Islamabad,Pakistan,New,2023-05-25,False
C11005,Faisal Miller,Male,41,Faisalabad,Pakistan,New,2022-07-14,True
C11006,Imran Lewis,Female,41,Manchester,UK,Regular,2024-07-17,False
C11007,Laila Malik,Male,62,Karachi,Pakistan,VIP,2023-01-05,True
C11008,Hina Clark,Female,22,Berlin,Germany,Regular,2023-08-22,True
C11009,Kamran Anderson,Female,24,Madrid,Spain,Regular,2023-12-04,False
C11010,Tariq Smith,Male,38,Abu Dhabi,UAE,Regular,2024-10-16,True
C11011,Hassan Davis,Male,52,Faisalabad,Pakistan,Regular,2024-08-05,True
C11012,Sara Lewis,Female,21,Toronto,Canada,New,2023-06-26,False
C11013,Sara Shah,Male,66,Abu Dhabi,UAE,Premium,2024-05-09,True
C11014,Ahmed Chaudhry,Female,23,Multan,Pakistan,Regular,2021-12-15,False
C11015,Emily Chaudhry,Male,21,Abu Dhabi,UAE,Regular,2025-07-11,False
C11016,Fatima Williams,Female,48,Abu Dhabi,UAE,Premium,2022-03-23,False
C11017,Tariq Khan,Male,22,Toronto,Canada,Premium,2023-10-20,True
C11018,Ali Raza,Female,27,London,UK,Regular,2023-06-04,False
C11019,Sophia Khan,Female,26,Los Angeles,USA,Premium,2023-11-19,True
C11020,Sophia Shah,Female,62,Abu Dhabi,UAE,Premium,2021-03-20,False
C11021,Usman Shah,Male,41,Manchester,UK,VIP,2022-01-10,False
C11022,Michael Miller,Female,44,Faisalabad,Pakistan,Regular,2025-06-27,False
C11023,Ayesha Iqbal,Female,45,London,UK,Regular,2025-09-20,True
C11024,Tariq Farooq,Female,58,Paris,France,Regular,2025-10-28,True
C11025,Ahmed Khan,Female,24,Faisalabad,Pakistan,Regular,2021-10-18,True
C11026,Faisal Malik,Female,44,Los Angeles,USA,Regular,2024-08-18,False
C11027,Emma Miller,Male,40,Abu Dhabi,UAE,New,2021-08-14,False
C11028,Olivia Butt,Female,35,Manchester,UK,New,2021-05-10,False
C11029,Daniel Williams,Male,18,Lahore,Pakistan,Regular,2022-06-27,False
C11030,Faisal Williams,Male,53,Dubai,UAE,New,2023-04-20,False
C11031,Noor Raza,Female,64,Toronto,Canada,Regular,2021-06-17,True
C11032,Ayesha Raza,Male,58,Riyadh,Saudi Arabia,Premium,2024-07-27,False
C11033,Omar Shah,Male,23,Dubai,UAE,Regular,2025-01-21,True
C11034,Michael Anderson,Male,54,Vancouver,Canada,Regular,2021-12-24,True
C11035,Hina Butt,Male,37,Manchester,UK,Regular,2024-04-24,False
C11036,Hassan Ahmed,Male,58,Karachi,Pakistan,Regular,2023-10-28,True
C11037,Ava Lewis,Male,24,Madrid,Spain,Regular,2021-05-06,True
C11038,Emma Johnson,Male,43,New York,USA,Regular,2021-01-14,True
C11039,Usman Williams,Female,38,Islamabad,Pakistan,Premium,2024-08-26,True
C11040,Ali Iqbal,Male,25,Doha,Qatar,New,2022-06-16,True
C11041,Sophia Chaudhry,Male,30,Los Angeles,USA,Premium,2022-09-01,True
C11042,Ayesha Shah,Male,38,Manchester,UK,Regular,2022-02-24,True
C11043,Sana Shah,Male,40,Jeddah,Saudi Arabia,Premium,2023-11-10,False
C11044,Imran Brown,Male,34,Paris,France,Regular,2024-11-28,False
C11045,Faisal Clark,Female,28,Faisalabad,Pakistan,VIP,2024-12-16,False
C11046,Laila Chaudhry,Female,57,Paris,France,Regular,2024-07-14,True
C11047,Fatima Ahmed,Female,28,Manchester,UK,New,2025-09-09,False
C11048,James Wilson,Female,43,Vancouver,Canada,Regular,2023-03-26,False
C11049,Fatima Butt,Male,31,Dubai,UAE,Premium,2024-06-05,False
C11050,Omar Khan,Female,31,Lahore,Pakistan,Regular,2021-06-08,True
C11051,Laila Shah,Male,24,Doha,Qatar,Premium,2024-12-20,True
C11052,Emily Williams,Female,70,Paris,France,Regular,2025-04-02,False
C11053,Hassan Williams,Male,25,Karachi,Pakistan,Regular,2024-10-11,False
C11054,Ali Farooq,Male,59,Toronto,Canada,VIP,2022-10-01,False
C11055,James Brown,Male,52,Multan,Pakistan,New,2023-01-11,True
C11056,Ayesha Williams,Female,35,New York,USA,Regular,2021-06-13,True
C11057,Sana Lewis,Male,43,London,UK,Regular,2025-08-16,True
C11058,Ayesha Khan,Male,21,Vancouver,Canada,VIP,2023-03-04,False
C11059,Hina Ahmed,Male,64,Riyadh,Saudi Arabia,New,2024-06-27,True
C11060,Daniel Malik,Male,21,Jeddah,Saudi Arabia,New,2021-02-09,False
C11061,Hassan Iqbal,Male,55,Berlin,Germany,Regular,2025-03-11,True
C11062,John Davis,Male,51,Paris,France,Premium,2025-10-16,False
C11063,David Miller,Male,23,London,UK,Regular,2023-05-23,True
C11064,James Butt,Male,62,Chicago,USA,Regular,2023-08-02,True
C11065,Kamran Brown,Male,49,Abu Dhabi,UAE,Regular,2021-04-27,False
C11066,John Raza,Male,26,Madrid,Spain,Regular,2023-06-13,False
C11067,Usman Brown,Male,22,Los Angeles,USA,Regular,2025-03-22,False
C11068,Bilal Davis,Male,65,Faisalabad,Pakistan,Regular,2025-01-15,True
C11069,Sana Wilson,Female,40,Lahore,Pakistan,Regular,2023-09-03,False
C11070,Bilal Brown,Female,50,Abu Dhabi,UAE,Regular,2024-08-09,False
C11071,John Brown,Female,30,Karachi,Pakistan,Regular,2021-07-06,False
C11072,Sana Wilson,Female,24,Vancouver,Canada,Premium,2025-11-08,True
C11073,Sara Malik,Female,33,Faisalabad,Pakistan,Regular,2022-02-09,True
C11074,Tariq Brown,Male,32,Berlin,Germany,Premium,2025-12-09,False
C11075,Olivia Shah,Female,58,Dubai,UAE,Regular,2022-10-10,True
C11076,Imran Lewis,Female,65,Dubai,UAE,Regular,2021-12-08,True
C11077,Hina Iqbal,Female,47,Islamabad,Pakistan,Regular,2023-01-22,False
C11078,Ali Iqbal,Female,22,London,UK,Regular,2024-01-20,False
C11079,Ali Miller,Male,48,Toronto,Canada,Regular,2024-01-19,False
C11080,Imran Iqbal,Male,67,Los Angeles,USA,Regular,2022-05-26,False
C11081,Sophia Johnson,Female,60,New York,USA,Regular,2024-06-15,True
C11082,Michael Smith,Female,25,Doha,Qatar,Regular,2023-09-24,True
C11083,Emma Butt,Male,40,Paris,France,Regular,2022-04-19,False
C11084,Sophia Ahmed,Male,42,Abu Dhabi,UAE,Premium,2023-05-21,False
C11085,Hassan Johnson,Female,43,Dubai,UAE,Premium,2025-05-10,True
C11086,Imran Smith,Male,45,Toronto,Canada,VIP,2021-10-26,False
C11087,Ali Miller,Male,47,Faisalabad,Pakistan,Premium,2023-09-10,True
C11088,Zara Ahmed,Female,18,New York,USA,Regular,2023-04-10,True
C11089,Zara Khan,Female,40,New York,USA,Premium,2021-01-02,False
C11090,Daniel Farooq,Male,23,Manchester,UK,Premium,2022-03-24,True
C11091,Ava Ahmed,Female,32,Toronto,Canada,Regular,2024-06-08,False
C11092,Daniel Siddiqui,Female,37,Berlin,Germany,Premium,2024-03-19,False
C11093,Bilal Shah,Female,26,Toronto,Canada,Regular,2023-04-10,False
C11094,Faisal Davis,Male,42,Doha,Qatar,VIP,2021-07-04,True
C11095,Michael Smith,Female,47,Madrid,Spain,Regular,2025-08-14,False
C11096,Ava Anderson,Male,67,Lahore,Pakistan,Regular,2024-03-20,False
C11097,Imran Johnson,Male,57,Toronto,Canada,Premium,2022-10-10,True
C11098,Tariq Khan,Female,69,Multan,Pakistan,VIP,2024-09-15,True
C11099,Hassan Siddiqui,Female,56,Karachi,Pakistan,Regular,2021-05-19,False
C11100,Ayesha Clark,Male,62,Karachi,Pakistan,Regular,2023-03-18,False
C11101,Daniel Raza,Female,58,Riyadh,Saudi Arabia,Regular,2022-01-26,False
C11102,Ayesha Ahmed,Male,27,Abu Dhabi,UAE,Premium,2025-02-17,True
C11103,Ayesha Miller,Male,50,Abu Dhabi,UAE,Regular,2022-01-04,False
C11104,Hina Butt,Female,70,New York,USA,Premium,2024-08-28,True
C11105,John Khan,Male,27,Multan,Pakistan,VIP,2024-11-08,True
C11106,Usman Miller,Female,36,Chicago,USA,Regular,2025-02-19,False
C11107,Tariq Brown,Male,47,Jeddah,Saudi Arabia,Regular,2023-07-05,True
C11108,Ayesha Clark,Female,18,Madrid,Spain,Premium,2023-01-21,False
C11109,Bilal Davis,Female,35,Manchester,UK,Regular,2021-03-12,True
C11110,Tariq Wilson,Male,29,Los Angeles,USA,Premium,2023-06-21,False
C11111,Hassan Farooq,Female,22,Multan,Pakistan,New,2024-11-16,False
